delitopenal;comunidad;year;valor;variacioninteranual
    6. Robos con violencia e intimidación;CIUDAD AUTÓNOMA DE CEUTA;2017;131;sin datos
    6. Robos con violencia e intimidación;CIUDAD AUTÓNOMA DE MELILLA;2022;122;-67,47%
    6. Robos con violencia e intimidación;CIUDAD AUTÓNOMA DE MELILLA;2019;375;86,57%
    6. Robos con violencia e intimidación;CIUDAD AUTÓNOMA DE MELILLA;2021;201;-33,22%
    6. Robos con violencia e intimidación;CIUDAD AUTÓNOMA DE MELILLA;2020;301;-9,61%
    6. Robos con violencia e intimidación;CIUDAD AUTÓNOMA DE MELILLA;2018;333;-6,46%
    6. Robos con violencia e intimidación;CIUDAD AUTÓNOMA DE MELILLA;2017;356;sin datos
    6. Robos con violencia e intimidación;COMUNITAT VALENCIANA;2022;5667;14,48%
    6. Robos con violencia e intimidación;COMUNITAT VALENCIANA;2019;4950;8,13%
    6. Robos con violencia e intimidación;COMUNITAT VALENCIANA;2021;4578;20,35%
    6. Robos con violencia e intimidación;COMUNITAT VALENCIANA;2020;3804;-25,72%
    6. Robos con violencia e intimidación;COMUNITAT VALENCIANA;2018;5121;-5,04%
    6. Robos con violencia e intimidación;COMUNITAT VALENCIANA;2017;5393;sin datos
    6. Robos con violencia e intimidación;EN EL EXTRANJERO;2022;165;-37,26%
    6. Robos con violencia e intimidación;EN EL EXTRANJERO;2019;263;255,41%
    6. Robos con violencia e intimidación;EN EL EXTRANJERO;2021;74;-3,90%
    6. Robos con violencia e intimidación;EN EL EXTRANJERO;2020;77;-70,83%
    6. Robos con violencia e intimidación;EN EL EXTRANJERO;2018;264;7,32%
    6. Robos con violencia e intimidación;EN EL EXTRANJERO;2017;246;sin datos
    6. Robos con violencia e intimidación;EXTREMADURA;2022;296;-7,50%
    6. Robos con violencia e intimidación;EXTREMADURA;2019;320;42,86%
    6. Robos con violencia e intimidación;EXTREMADURA;2021;224;4,19%
    6. Robos con violencia e intimidación;EXTREMADURA;2020;215;-14,68%
    6. Robos con violencia e intimidación;EXTREMADURA;2018;252;-9,03%
    6. Robos con violencia e intimidación;EXTREMADURA;2017;277;sin datos
    6. Robos con violencia e intimidación;GALICIA;2022;968;2,43%
    6. Robos con violencia e intimidación;GALICIA;2019;945;10,79%
    6. Robos con violencia e intimidación;GALICIA;2021;853;10,49%
    6. Robos con violencia e intimidación;GALICIA;2020;772;-19,33%
    6. Robos con violencia e intimidación;GALICIA;2018;957;-9,46%
    6. Robos con violencia e intimidación;GALICIA;2017;1057;sin datos
    6. Robos con violencia e intimidación;MADRID (COMUNIDAD DE);2022;12856;-16,37%
    6. Robos con violencia e intimidación;MADRID (COMUNIDAD DE);2019;15372;26,49%
    6. Robos con violencia e intimidación;MADRID (COMUNIDAD DE);2021;12153;12,49%
    6. Robos con violencia e intimidación;MADRID (COMUNIDAD DE);2020;10804;-25,45%
    6. Robos con violencia e intimidación;MADRID (COMUNIDAD DE);2018;14493;-11,16%
    6. Robos con violencia e intimidación;MADRID (COMUNIDAD DE);2017;16314;sin datos
    6. Robos con violencia e intimidación;MURCIA (REGIÓN DE);2022;1995;29,88%
    6. Robos con violencia e intimidación;MURCIA (REGIÓN DE);2019;1536;11,71%
    6. Robos con violencia e intimidación;MURCIA (REGIÓN DE);2021;1375;13,92%
    6. Robos con violencia e intimidación;MURCIA (REGIÓN DE);2020;1207;-16,47%
    6. Robos con violencia e intimidación;MURCIA (REGIÓN DE);2018;1445;-0,89%
    6. Robos con violencia e intimidación;MURCIA (REGIÓN DE);2017;1458;sin datos
    6. Robos con violencia e intimidación;NAVARRA (COMUNIDAD FORAL DE);2022;421;27,19%
    6. Robos con violencia e intimidación;NAVARRA (COMUNIDAD FORAL DE);2019;331;11,07%
    6. Robos con violencia e intimidación;NAVARRA (COMUNIDAD FORAL DE);2021;298;31,86%
    6. Robos con violencia e intimidación;NAVARRA (COMUNIDAD FORAL DE);2020;226;-11,37%
    6. Robos con violencia e intimidación;NAVARRA (COMUNIDAD FORAL DE);2018;255;-40,97%
    6. Robos con violencia e intimidación;NAVARRA (COMUNIDAD FORAL DE);2017;432;sin datos
    6. Robos con violencia e intimidación;PAÍS VASCO;2022;2202;34,02%
    6. Robos con violencia e intimidación;PAÍS VASCO;2019;1643;15,22%
    6. Robos con violencia e intimidación;PAÍS VASCO;2021;1426;35,29%
    6. Robos con violencia e intimidación;PAÍS VASCO;2020;1054;-41,15%
    6. Robos con violencia e intimidación;PAÍS VASCO;2018;1791;0,22%
    6. Robos con violencia e intimidación;PAÍS VASCO;2017;1787;sin datos
    6. Robos con violencia e intimidación;RIOJA (LA);2022;121;32,97%
    6. Robos con violencia e intimidación;RIOJA (LA);2019;91;-21,55%
    6. Robos con violencia e intimidación;RIOJA (LA);2021;116;46,84%
    6. Robos con violencia e intimidación;RIOJA (LA);2020;79;1,28%
    6. Robos con violencia e intimidación;RIOJA (LA);2018;78;-25,00%
    6. Robos con violencia e intimidación;RIOJA (LA);2017;104;sin datos
    6. Robos con violencia e intimidación;TOTAL NACIONAL;2022;63711;-3,28%
    6. Robos con violencia e intimidación;TOTAL NACIONAL;2019;65874;24,12%
    6. Robos con violencia e intimidación;TOTAL NACIONAL;2021;53073;16,72%
    6. Robos con violencia e intimidación;TOTAL NACIONAL;2020;45472;-25,06%
    6. Robos con violencia e intimidación;TOTAL NACIONAL;2018;60677;-1,76%
    6. Robos con violencia e intimidación;TOTAL NACIONAL;2017;61763;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ANDALUCÍA;2022;18734;-16,56%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ANDALUCÍA;2019;22452;37,06%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ANDALUCÍA;2021;16381;-6,75%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ANDALUCÍA;2020;17567;-23,73%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ANDALUCÍA;2018;23032;-6,82%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ANDALUCÍA;2017;24718;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ARAGÓN;2022;2404;2,47%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ARAGÓN;2019;2346;15,34%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ARAGÓN;2021;2034;7,79%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ARAGÓN;2020;1887;-24,46%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ARAGÓN;2018;2498;-2,23%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ARAGÓN;2017;2555;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ASTURIAS (PRINCIPADO DE);2022;1191;-23,80%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ASTURIAS (PRINCIPADO DE);2019;1563;29,60%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ASTURIAS (PRINCIPADO DE);2021;1206;7,20%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ASTURIAS (PRINCIPADO DE);2020;1125;-24,40%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ASTURIAS (PRINCIPADO DE);2018;1488;-14,34%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;ASTURIAS (PRINCIPADO DE);2017;1737;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;BALEARS (ILLES);2022;2890;-19,14%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;BALEARS (ILLES);2019;3574;34,41%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;BALEARS (ILLES);2021;2659;2,98%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;BALEARS (ILLES);2020;2582;-36,72%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;BALEARS (ILLES);2018;4080;-4,70%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;BALEARS (ILLES);2017;4281;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANARIAS;2022;3655;-14,94%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANARIAS;2019;4297;25,53%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANARIAS;2021;3423;-1,86%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANARIAS;2020;3488;-30,41%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANARIAS;2018;5012;-6,27%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANARIAS;2017;5347;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANTABRIA;2022;1817;11,82%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANTABRIA;2019;1625;-0,49%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANTABRIA;2021;1633;18,76%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANTABRIA;2020;1375;-12,64%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANTABRIA;2018;1574;-3,97%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CANTABRIA;2017;1639;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA - LA MANCHA;2022;4796;-26,55%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA - LA MANCHA;2019;6530;47,84%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA - LA MANCHA;2021;4417;-6,74%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA - LA MANCHA;2020;4736;-36,01%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA - LA MANCHA;2018;7401;-4,74%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA - LA MANCHA;2017;7769;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA Y LEÓN;2022;4357;-8,56%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA Y LEÓN;2019;4765;25,43%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA Y LEÓN;2021;3799;13,00%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA Y LEÓN;2020;3362;-37,06%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA Y LEÓN;2018;5342;3,05%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CASTILLA Y LEÓN;2017;5184;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CATALUÑA;2022;27985;-17,11%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CATALUÑA;2019;33763;47,75%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CATALUÑA;2021;22852;3,41%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CATALUÑA;2020;22098;-35,92%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CATALUÑA;2018;34485;10,53%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CATALUÑA;2017;31199;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE CEUTA;2022;45;-22,41%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE CEUTA;2019;58;-1,69%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE CEUTA;2021;59;-14,49%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE CEUTA;2020;69;-21,59%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE CEUTA;2018;88;6,02%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE CEUTA;2017;83;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE MELILLA;2022;86;-12,24%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE MELILLA;2019;98;40,00%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE MELILLA;2021;70;2,94%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE MELILLA;2020;68;-49,25%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE MELILLA;2018;134;-5,63%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;CIUDAD AUTÓNOMA DE MELILLA;2017;142;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;COMUNITAT VALENCIANA;2022;18009;-9,19%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;COMUNITAT VALENCIANA;2019;19832;24,57%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;COMUNITAT VALENCIANA;2021;15920;4,57%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;COMUNITAT VALENCIANA;2020;15224;-30,31%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;COMUNITAT VALENCIANA;2018;21846;1,30%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;COMUNITAT VALENCIANA;2017;21565;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EN EL EXTRANJERO;2022;27;12,50%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EN EL EXTRANJERO;2019;24;140,00%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EN EL EXTRANJERO;2021;10;-47,37%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EN EL EXTRANJERO;2020;19;-52,50%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EN EL EXTRANJERO;2018;40;29,03%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EN EL EXTRANJERO;2017;31;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EXTREMADURA;2022;1835;10,54%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EXTREMADURA;2019;1660;13,62%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EXTREMADURA;2021;1461;-7,18%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EXTREMADURA;2020;1574;-21,77%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EXTREMADURA;2018;2012;-8,21%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;EXTREMADURA;2017;2192;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;GALICIA;2022;4121;-22,05%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;GALICIA;2019;5287;40,61%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;GALICIA;2021;3760;-7,07%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;GALICIA;2020;4046;-24,36%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;GALICIA;2018;5349;-1,64%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;GALICIA;2017;5438;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MADRID (COMUNIDAD DE);2022;13631;-25,26%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MADRID (COMUNIDAD DE);2019;18239;47,31%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MADRID (COMUNIDAD DE);2021;12381;0,95%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MADRID (COMUNIDAD DE);2020;12265;-36,54%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MADRID (COMUNIDAD DE);2018;19328;0,09%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MADRID (COMUNIDAD DE);2017;19310;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MURCIA (REGIÓN DE);2022;5339;-13,71%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MURCIA (REGIÓN DE);2019;6187;26,91%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MURCIA (REGIÓN DE);2021;4875;3,88%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MURCIA (REGIÓN DE);2020;4693;-30,55%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MURCIA (REGIÓN DE);2018;6757;-2,86%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;MURCIA (REGIÓN DE);2017;6956;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;NAVARRA (COMUNIDAD FORAL DE);2022;1464;-3,30%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;NAVARRA (COMUNIDAD FORAL DE);2019;1514;19,68%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;NAVARRA (COMUNIDAD FORAL DE);2021;1265;15,42%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;NAVARRA (COMUNIDAD FORAL DE);2020;1096;-27,42%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;NAVARRA (COMUNIDAD FORAL DE);2018;1510;-0,59%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;NAVARRA (COMUNIDAD FORAL DE);2017;1519;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;PAÍS VASCO;2022;7581;-7,12%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;PAÍS VASCO;2019;8162;24,17%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;PAÍS VASCO;2021;6573;18,09%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;PAÍS VASCO;2020;5566;-30,44%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;PAÍS VASCO;2018;8002;10,16%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;PAÍS VASCO;2017;7264;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;RIOJA (LA);2022;709;28,44%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;RIOJA (LA);2019;552;11,29%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;RIOJA (LA);2021;496;9,49%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;RIOJA (LA);2020;453;-24,63%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;RIOJA (LA);2018;601;-16,76%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;RIOJA (LA);2017;722;sin datos
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;TOTAL NACIONAL;2022;120676;-15,33%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;TOTAL NACIONAL;2019;142528;35,39%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;TOTAL NACIONAL;2021;105274;1,92%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;TOTAL NACIONAL;2020;103293;-31,40%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;TOTAL NACIONAL;2018;150579;0,62%
    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;TOTAL NACIONAL;2017;149651;sin datos
    8. Hurtos;ANDALUCÍA;2022;89115;-2,39%
    8. Hurtos;ANDALUCÍA;2019;91298;32,48%
    8. Hurtos;ANDALUCÍA;2021;68916;19,71%
    8. Hurtos;ANDALUCÍA;2020;57570;-38,29%
    8. Hurtos;ANDALUCÍA;2018;93290;-10,08%
    8. Hurtos;ANDALUCÍA;2017;103746;sin datos
    8. Hurtos;ARAGÓN;2022;10678;1,25%
    8. Hurtos;ARAGÓN;2019;10546;18,16%
    8. Hurtos;ARAGÓN;2021;8925;32,01%
    8. Hurtos;ARAGÓN;2020;6761;-36,39%
    8. Hurtos;ARAGÓN;2018;10629;-3,41%
    8. Hurtos;ARAGÓN;2017;11004;sin datos
    8. Hurtos;ASTURIAS (PRINCIPADO DE);2022;6816;0,53%
    8. Hurtos;ASTURIAS (PRINCIPADO DE);2019;6780;44,10%
    8. Hurtos;ASTURIAS (PRINCIPADO DE);2021;4705;13,57%
    8. Hurtos;ASTURIAS (PRINCIPADO DE);2020;4143;-42,53%
    8. Hurtos;ASTURIAS (PRINCIPADO DE);2018;7209;-0,72%
    8. Hurtos;ASTURIAS (PRINCIPADO DE);2017;7261;sin datos
    8. Hurtos;BALEARS (ILLES);2022;24462;-7,98%
    8. Hurtos;BALEARS (ILLES);2019;26584;61,77%
    8. Hurtos;BALEARS (ILLES);2021;16433;31,64%
    8. Hurtos;BALEARS (ILLES);2020;12483;-54,61%
    8. Hurtos;BALEARS (ILLES);2018;27502;-5,76%
    8. Hurtos;BALEARS (ILLES);2017;29183;sin datos
    8. Hurtos;CANARIAS;2022;23630;-9,54%
    8. Hurtos;CANARIAS;2019;26122;52,37%
    8. Hurtos;CANARIAS;2021;17144;2,56%
    8. Hurtos;CANARIAS;2020;16716;-38,72%
    8. Hurtos;CANARIAS;2018;27277;-9,46%
    8. Hurtos;CANARIAS;2017;30127;sin datos
    8. Hurtos;CANTABRIA;2022;4881;0,27%
    8. Hurtos;CANTABRIA;2019;4868;27,43%
    8. Hurtos;CANTABRIA;2021;3820;17,97%
    8. Hurtos;CANTABRIA;2020;3238;-30,43%
    8. Hurtos;CANTABRIA;2018;4654;-6,60%
    8. Hurtos;CANTABRIA;2017;4983;sin datos
    8. Hurtos;CASTILLA - LA MANCHA;2022;14407;4,16%
    8. Hurtos;CASTILLA - LA MANCHA;2019;13831;26,08%
    8. Hurtos;CASTILLA - LA MANCHA;2021;10970;13,96%
    8. Hurtos;CASTILLA - LA MANCHA;2020;9626;-33,39%
    8. Hurtos;CASTILLA - LA MANCHA;2018;14451;-4,93%
    8. Hurtos;CASTILLA - LA MANCHA;2017;15200;sin datos
    8. Hurtos;CASTILLA Y LEÓN;2022;17376;-9,53%
    8. Hurtos;CASTILLA Y LEÓN;2019;19206;39,33%
    8. Hurtos;CASTILLA Y LEÓN;2021;13785;20,78%
    8. Hurtos;CASTILLA Y LEÓN;2020;11413;-42,07%
    8. Hurtos;CASTILLA Y LEÓN;2018;19701;-6,50%
    8. Hurtos;CASTILLA Y LEÓN;2017;21070;sin datos
    8. Hurtos;CATALUÑA;2022;162273;-15,51%
    8. Hurtos;CATALUÑA;2019;192053;61,73%
    8. Hurtos;CATALUÑA;2021;118746;7,28%
    8. Hurtos;CATALUÑA;2020;110685;-42,37%
    8. Hurtos;CATALUÑA;2018;192054;10,58%
    8. Hurtos;CATALUÑA;2017;173684;sin datos
    8. Hurtos;CIUDAD AUTÓNOMA DE CEUTA;2022;431;-47,37%
    8. Hurtos;CIUDAD AUTÓNOMA DE CEUTA;2019;819;88,71%
    8. Hurtos;CIUDAD AUTÓNOMA DE CEUTA;2021;434;-8,25%
    8. Hurtos;CIUDAD AUTÓNOMA DE CEUTA;2020;473;-45,25%
    8. Hurtos;CIUDAD AUTÓNOMA DE CEUTA;2018;864;6,67%
    8. Hurtos;CIUDAD AUTÓNOMA DE CEUTA;2017;810;sin datos
    8. Hurtos;CIUDAD AUTÓNOMA DE MELILLA;2022;732;-39,10%
    8. Hurtos;CIUDAD AUTÓNOMA DE MELILLA;2019;1202;108,68%
    8. Hurtos;CIUDAD AUTÓNOMA DE MELILLA;2021;576;-25,96%
    8. Hurtos;CIUDAD AUTÓNOMA DE MELILLA;2020;778;-36,70%
    8. Hurtos;CIUDAD AUTÓNOMA DE MELILLA;2018;1229;6,50%
    8. Hurtos;CIUDAD AUTÓNOMA DE MELILLA;2017;1154;sin datos
    8. Hurtos;COMUNITAT VALENCIANA;2022;71317;4,69%
    8. Hurtos;COMUNITAT VALENCIANA;2019;68122;17,98%
    8. Hurtos;COMUNITAT VALENCIANA;2021;57738;31,64%
    8. Hurtos;COMUNITAT VALENCIANA;2020;43859;-37,43%
    8. Hurtos;COMUNITAT VALENCIANA;2018;70098;-5,17%
    8. Hurtos;COMUNITAT VALENCIANA;2017;73922;sin datos
    8. Hurtos;EN EL EXTRANJERO;2022;2075;-32,98%
    8. Hurtos;EN EL EXTRANJERO;2019;3096;272,12%
    8. Hurtos;EN EL EXTRANJERO;2021;832;-8,57%
    8. Hurtos;EN EL EXTRANJERO;2020;910;-69,90%
    8. Hurtos;EN EL EXTRANJERO;2018;3023;-2,20%
    8. Hurtos;EN EL EXTRANJERO;2017;3091;sin datos
    8. Hurtos;EXTREMADURA;2022;6393;-2,63%
    8. Hurtos;EXTREMADURA;2019;6566;36,22%
    8. Hurtos;EXTREMADURA;2021;4820;14,35%
    8. Hurtos;EXTREMADURA;2020;4215;-36,27%
    8. Hurtos;EXTREMADURA;2018;6614;-8,71%
    8. Hurtos;EXTREMADURA;2017;7245;sin datos
    8. Hurtos;GALICIA;2022;19567;3,83%
    8. Hurtos;GALICIA;2019;18846;22,64%
    8. Hurtos;GALICIA;2021;15367;24,21%
    8. Hurtos;GALICIA;2020;12372;-37,64%
    8. Hurtos;GALICIA;2018;19841;-2,36%
    8. Hurtos;GALICIA;2017;20320;sin datos
    8. Hurtos;MADRID (COMUNIDAD DE);2022;132876;-13,81%
    8. Hurtos;MADRID (COMUNIDAD DE);2019;154169;41,73%
    8. Hurtos;MADRID (COMUNIDAD DE);2021;108778;17,95%
    8. Hurtos;MADRID (COMUNIDAD DE);2020;92225;-39,57%
    8. Hurtos;MADRID (COMUNIDAD DE);2018;152602;-2,38%
    8. Hurtos;MADRID (COMUNIDAD DE);2017;156329;sin datos
    8. Hurtos;MURCIA (REGIÓN DE);2022;15466;2,17%
    8. Hurtos;MURCIA (REGIÓN DE);2019;15138;26,94%
    8. Hurtos;MURCIA (REGIÓN DE);2021;11925;20,21%
    8. Hurtos;MURCIA (REGIÓN DE);2020;9920;-32,72%
    8. Hurtos;MURCIA (REGIÓN DE);2018;14745;-3,38%
    8. Hurtos;MURCIA (REGIÓN DE);2017;15261;sin datos
    8. Hurtos;NAVARRA (COMUNIDAD FORAL DE);2022;8109;-5,02%
    8. Hurtos;NAVARRA (COMUNIDAD FORAL DE);2019;8538;54,59%
    8. Hurtos;NAVARRA (COMUNIDAD FORAL DE);2021;5523;23,53%
    8. Hurtos;NAVARRA (COMUNIDAD FORAL DE);2020;4471;-42,28%
    8. Hurtos;NAVARRA (COMUNIDAD FORAL DE);2018;7746;2,30%
    8. Hurtos;NAVARRA (COMUNIDAD FORAL DE);2017;7572;sin datos
    8. Hurtos;PAÍS VASCO;2022;29231;-3,38%
    8. Hurtos;PAÍS VASCO;2019;30254;35,95%
    8. Hurtos;PAÍS VASCO;2021;22253;24,21%
    8. Hurtos;PAÍS VASCO;2020;17915;-39,02%
    8. Hurtos;PAÍS VASCO;2018;29378;5,40%
    8. Hurtos;PAÍS VASCO;2017;27873;sin datos
    8. Hurtos;RIOJA (LA);2022;2744;13,62%
    8. Hurtos;RIOJA (LA);2019;2415;34,99%
    8. Hurtos;RIOJA (LA);2021;1789;21,29%
    8. Hurtos;RIOJA (LA);2020;1475;-37,02%
    8. Hurtos;RIOJA (LA);2018;2342;-8,62%
    8. Hurtos;RIOJA (LA);2017;2563;sin datos
    8. Hurtos;TOTAL NACIONAL;2022;642579;-8,26%
    8. Hurtos;TOTAL NACIONAL;2019;700453;41,94%
    8. Hurtos;TOTAL NACIONAL;2021;493479;17,15%
    8. Hurtos;TOTAL NACIONAL;2020;421248;-40,27%
    8. Hurtos;TOTAL NACIONAL;2018;705249;-1,00%
    8. Hurtos;TOTAL NACIONAL;2017;712398;sin datos
    9. Sustracciones de vehículos;ANDALUCÍA;2022;5625;-13,61%
    9. Sustracciones de vehículos;ANDALUCÍA;2019;6511;34,30%
